Company ID,Industry
519459,pharmaceutical manufacturing
27058606,it services and it consulting
2784838,pharmaceutical manufacturing
150701,staffing and recruiting
3499361,advertising services
76708,staffing and recruiting
1033251,it services and it consulting
69591,it services and it consulting
5258397,manufacturing
481416,financial services
57429,computer games
18061921,software development
pretzl,recreational facilities
11079714,staffing and recruiting
36469,food and beverage services
10313886,renewable energy semiconductor manufacturing
12380,telecommunications
2629247,software development
66158,software development
1060715,financial services
6421336,it services and it consulting
50111,automation machinery manufacturing
10226527,computer and network security
9263869,software development
9439768,computers and electronics manufacturing
4813488,business consulting and services
pickit,software development
10037994,it services and it consulting
92349,pharmaceutical manufacturing
27007666,staffing and recruiting
15253274,software development
6596193,financial services
10819986,staffing and recruiting
1147765,banking
13822,financial services
2333893,insurance
24201,travel arrangements
9205387,software development
34429,non-profit organizations
2662729,information services
10161432,staffing and recruiting
526319,beverage manufacturing
737892,financial services
13210337,retail apparel and fashion
5003582,software development
27452077,travel arrangements
12462,non-profit organizations
11745535,staffing and recruiting
58891,it services and it consulting
24789230,financial services
17878598,software development
7968992,it services and it consulting
2413926,staffing and recruiting
10047047,it services and it consulting
13186980,utilities
3721712,financial services
2743854,advertising services
10993631,computer and network security
2520571,human resources services
11354388,hospitality
14484937,it services and it consulting
1416054,software development
2163618,non-profit organizations
3661262,software development
5279717,travel arrangements
44547,financial services
10507318,higher education
3523168,it services and it consulting
28001,government administration
3487132,human resources services
64104,advertising services
23956,computer and network security
55815,investment management
29781,non-profit organizations
3762076,advertising services
2165235,advertising services
21476,financial services
41920,advertising services
5188510,it services and it consulting
943515,financial services
18034632,staffing and recruiting
52153,higher education
204880,wholesale
2940740,wellness and fitness services
1149704,staffing and recruiting
3002662,it services and it consulting
27185258,entertainment providers
28656901,it services and it consulting
240831,staffing and recruiting
1900828,it services and it consulting
2097099,staffing and recruiting
400053,financial services
5343702,staffing and recruiting
2548,industrial machinery manufacturing
530275,financial services
10175734,staffing and recruiting
155339,accounting
529821,biotechnology research
476919,motor vehicle manufacturing
67312,aviation and aerospace component manufacturing
213519,it services and it consulting
241217,it services and it consulting
3049699,advertising services
422084,staffing and recruiting
1547653,it services and it consulting
2927210,motor vehicle manufacturing
162416,non-profit organizations
10024434,software development
1435809,farming
3762280,industrial machinery manufacturing
48097,food and beverage services
5277111,renewable energy semiconductor manufacturing
9368476,government relations services
11395172,wellness and fitness services
2167383,advertising services
10344083,computer hardware manufacturing
771842,retail
73066,software development
794494,real estate
3002945,computers and electronics manufacturing
19622340,business consulting and services
25750,business consulting and services
integritas,security and investigations
797624,it services and it consulting
2502670,software development
310140,food and beverage manufacturing
101630,financial services
3291891,food and beverage services
9506456,staffing and recruiting
11114454,medical equipment manufacturing
1331540,truck transportation
16346816,outsourcing and offshoring consulting
22328884,renewable energy semiconductor manufacturing
11786771,it services and it consulting
story2,e-learning providers
253334,staffing and recruiting
1325818,civil engineering
284422,advertising services
10070153,software development
35183,e-learning providers
2362062,software development
2992547,software development
15132,wholesale building materials
2569061,real estate
5251139,truck transportation
162852,law practice
25014207,it services and it consulting
28158284,it services and it consulting
26621,entertainment providers
164678,retail
343654,human resources services
3114540,software development
3758320,advertising services
28358,staffing and recruiting
10174701,"appliances, electrical, and electronics manufacturing"
34594,spectator sports
3573488,"appliances, electrical, and electronics manufacturing"
1366663,advertising services
5157123,hospitality
712723,it services and it consulting
3812012,venture capital and private equity principals
16171170,research services
3254374,staffing and recruiting
82584,computer games
57671,it services and it consulting
10475558,wellness and fitness services
124413,professional training and coaching
13394569,it services and it consulting
9337942,media production
11314359,computer and network security
10245308,it services and it consulting
3012495,"technology, information and internet"
21619,accounting
5236523,armed forces
1423736,construction
718526,hospitals and health care
898585,hospitals and health care
503880,advertising services
3624532,wellness and fitness services
10981867,software development
24540,staffing and recruiting
520304,utilities
1038221,furniture and home furnishings manufacturing
2918891,software development
713273,law practice
574492,motor vehicle manufacturing
640424,business consulting and services
7964818,software development
2949552,staffing and recruiting
11051230,pharmaceutical manufacturing
3544744,farming
18142654,architecture and planning
45198,advertising services
53577,truck transportation
542073,software development
3189808,insurance
27980,software development
2891786,insurance
11011779,it services and it consulting
9313239,environmental services
58961,insurance
13578821,financial services
11450484,mining
240990,security and investigations
1231434,software development
18641,retail
19514,beverage manufacturing
10876047,"technology, information and internet"
13460710,human resources services
491892,non-profit organizations
7314723,government administration
6456,financial services
1097125,advertising services
9258292,food and beverage services
1032138,human resources services
163246,higher education
10208060,motor vehicle manufacturing
27202553,it services and it consulting
4792631,utilities
50120,non-profit organizations
18421390,"appliances, electrical, and electronics manufacturing"
1907823,travel arrangements
41300,staffing and recruiting
28163908,staffing and recruiting
18023107,advertising services
1753087,software development
37668,it services and it consulting
318831,advertising services
16242484,business consulting and services
777750,utilities
3795935,"technology, information and internet"
3029323,book and periodical publishing
3276946,advertising services
2973807,retail
447359,banking
13789,civic and social organizations
3041612,construction
10036166,it services and it consulting
285023,banking
5304425,it services and it consulting
2572050,financial services
11012121,consumer services
3556624,human resources services
10675036,software development
1367959,food and beverage services
18588878,software development
502124,retail luxury goods and jewelry
18772449,food and beverage services
10460529,software development
3078243,oil and gas
6582632,software development
18758284,staffing and recruiting
3231773,financial services
1139762,law practice
241659,wholesale
11073341,design services
6589452,staffing and recruiting
11116613,staffing and recruiting
624336,it services and it consulting
6721781,venture capital and private equity principals
21514,research services
2621399,insurance
10080595,motor vehicle manufacturing
13251857,it services and it consulting
17953938,human resources services
5022143,computer games
18037470,business consulting and services
871517,"appliances, electrical, and electronics manufacturing"
2690201,human resources services
43910,financial services
1537677,it services and it consulting
2994549,entertainment providers
1159209,software development
952574,financial services
2140061,government administration
3778396,it services and it consulting
382463,it services and it consulting
154881,motor vehicle manufacturing
5370229,hospitals and health care
3814089,software development
6488745,renewable energy semiconductor manufacturing
bittium,telecommunications
2726922,software development
7799127,it services and it consulting
1281944,business consulting and services
12044,chemical manufacturing
1278801,financial services
27664,retail luxury goods and jewelry
2487298,hospitality
48977,retail luxury goods and jewelry
64794,manufacturing
531076,information services
1333868,automation machinery manufacturing
322332,it services and it consulting
137247,it services and it consulting
320764,software development
2285988,entertainment providers
11479187,advertising services
1368610,financial services
18244155,industrial machinery manufacturing
7933675,architecture and planning
10879644,software development
972089,it services and it consulting
7884,travel arrangements
4218087,staffing and recruiting
24425811,it services and it consulting
41632,civil engineering
18169320,software development
793119,financial services
amazon,software development
109490,"appliances, electrical, and electronics manufacturing"
6615264,real estate
952707,retail apparel and fashion
1242080,consumer services
19133153,software development
10576,education administration programs
17957813,software development
25173841,online audio and video media
genuent,staffing and recruiting
365856,law practice
10344597,legal services
13272297,software development
11065068,software development
6414890,software development
3024090,financial services
70573,retail
9586137,government administration
10542608,business consulting and services
4851343,software development
webselenese,software development
